id,name,name_de,slug,category,subcategory,description,benefits,typical_dose,dose_unit,dose_min,dose_max,best_timing,requires_cycling,cycling_protocol,interactions,contraindications,is_active,deleted_at,is_seed,created_at,updated_at,i18n,default_dose,default_unit,default_timing,take_with_food,take_with_fat,take_empty_stomach,timing_notes,avoid_with,cycling_recommended,cycle_on_weeks,cycle_off_weeks,nutrients_provided,form,side_effects,allergy_flags,priority,is_enhanced,half_life_hours,detection_time_days,concentration,min_dose,max_dose,is_17aa,is_stimulant,suppression_level,hepatotoxicity_level,cardiovascular_risk,affects_axes,organ_stress,safety_tags,active_compound_key,aliases,classes,prolactin_risk,neuro_risk,glucose_risk,diuretic_type,insulin_type,hpta_suppression
706c9822-c122-4e3e-a924-0c66ba3900e4,Curcumin (BCM-95),,curcumin-bcm95,immunity,anti_inflammatory,,,,,,1500,,false,,"[""May affect blood thinners"",""May interact with chemotherapy""]",,true,,true,2025-12-03 04:50:37.169728+00,2026-01-16 13:56:05.683086+00,{},500,mg,"[""morning""]",true,false,false,High bioavailability curcumin formulation,,false,,,{},capsule,"[""Generally well tolerated"",""May cause digestive upset""]",[],top_needed,false,,,,250,1000,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
707b9fcc-9411-4c81-b4fd-3e48128b4dbc,Meso-Zeaxanthin,,meso-zeaxanthin,health,eye,,,,,,20,,false,,"[""No significant interactions""]",,true,,true,2025-12-03 05:00:20.524451+00,2025-12-03 05:00:20.524451+00,{},10,mg,"[""morning""]",true,false,false,Third macular carotenoid,,false,,,{},softgel,"[""Central macula specific"",""Generally well tolerated""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
7089ce2c-1968-48ce-adc2-6316773de9da,Whey Protein Isolate,Whey Protein Isolat,whey-protein-isolate,protein,whey,Fast-digesting protein with high bioavailability. Filtered to remove most lactose and fat. ~90% protein content.,"[""Muscle protein synthesis"",""Fast absorption"",""Post-workout recovery"",""Low lactose""]",25-30g,g,20,50,"[""post_workout"",""morning""]",false,,,,true,,true,2025-11-28 10:14:59.054147+00,2025-12-03 11:27:19.732626+00,"{""de"":{""name"":""Whey Protein Isolat"",""benefits"":[""Muskelproteinsynthese"",""Schnelle Aufnahme"",""Post-Workout-Erholung"",""Laktosearm""],""description"":""Schnell verdauliches Protein mit hoher Bioverfügbarkeit. Gefiltert um Laktose und Fett zu entfernen. ~90% Proteingehalt.""},""th"":{""name"":""เวย์โปรตีน ไอโซเลต"",""benefits"":[""การสังเคราะห์โปรตีนในกล้ามเนื้อ"",""ดูดซึมเร็ว"",""ฟื้นตัวหลังออกกำลังกาย"",""แลคโตสต่ำ""],""description"":""โปรตีนย่อยเร็วที่มีการดูดซึมสูง กรองเอาแลคโตสและไขมันออกส่วนใหญ่ มีโปรตีน ~90%""}}",30,g,"[""morning""]",false,false,false,,,false,,,"{""fat"":{""unit"":""g"",""amount"":0.5},""leucine"":{""unit"":""mg"",""amount"":2700},""protein"":{""unit"":""g"",""amount"":27},""carbohydrates"":{""unit"":""g"",""amount"":1}}",capsule,[],[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
70c95207-2964-4785-bcdc-deac4ff766e0,Bacillus Subtilis,,bacillus-subtilis,probiotic,strain,,,,,,3,,false,,"[""Immune modulating""]",,true,,true,2025-12-03 04:59:35.058019+00,2025-12-03 04:59:35.058019+00,{},1,billion,"[""morning""]",true,false,false,SBO - immune support,,false,,,{},capsule,"[""Soil-based organism"",""May cause die-off""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
70f41847-4298-4598-a893-62f42802fee7,L-Theanine 200mg,,l-theanine-200mg,amino_acid,non_essential,,,,,,400,,false,,"[""May enhance effects of caffeine"",""May interact with blood pressure meds""]",,true,,true,2025-12-03 04:47:42.40707+00,2026-01-16 13:56:05.683086+00,{},200,mg,"[""morning""]",false,false,false,Calm focus - great with caffeine,,false,,,"{""theanine"":{""unit"":""mg"",""amount"":200}}",capsule,"[""Very safe"",""May cause drowsiness""]",[],top_needed,false,,,,100,400,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
73fb7efd-27c8-4134-a45b-7c71640fe1f2,Glutathione (Detox Formula),,glutathione-detox,detox,antioxidant,,,,,,1000,,false,,"[""No significant interactions""]",,true,,true,2025-12-03 04:54:24.66329+00,2025-12-03 04:54:24.66329+00,{},500,mg,"[""morning""]",false,false,false,Master detoxifier - liposomal form,,false,,,{},liquid,"[""Generally well tolerated"",""May cause sulfur smell""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
745db90d-ced5-4bd1-bc12-37bd95c8f90f,Calcium Citrate,,calcium-citrate,mineral,macro,,,,,,1500,,false,,"[""May reduce iron absorption"",""May interact with thyroid meds"",""Space from other minerals""]",,true,,true,2025-12-03 04:46:47.121758+00,2025-12-03 04:46:47.121758+00,{},500,mg,"[""morning""]",false,false,false,Can be taken without food,,false,,,"{""calcium"":{""unit"":""mg"",""amount"":500}}",tablet,"[""May cause constipation"",""Better absorbed than carbonate""]",[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
74f8e891-28d9-48f3-86de-176d990f0721,Holy Basil (Tulsi),,holy-basil-tulsi,adaptogen,stress,,,,,,1500,,false,,"[""May affect blood clotting"",""May lower blood sugar""]",,true,,true,2025-12-03 04:49:36.725988+00,2025-12-03 04:49:36.725988+00,{},500,mg,"[""morning""]",true,false,false,Calming adaptogen - Ayurvedic tradition,,false,,,{},capsule,"[""May cause nausea"",""May affect fertility temporarily""]",[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
757c07dc-ebce-4926-bcf9-926040cd9901,Magnesium Oxide,,magnesium-oxide,mineral,electrolyte,,,,,,800,,false,,"[""Standard magnesium interactions""]",,true,,true,2025-12-03 04:46:47.121758+00,2025-12-03 04:46:47.121758+00,{},400,mg,"[""morning""]",true,false,false,Economical but lower bioavailability,,false,,,"{""magnesium"":{""unit"":""mg"",""amount"":400}}",tablet,"[""May cause digestive upset"",""Lower absorption than citrate""]",[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
75889868-ffe0-439e-ae78-b53efe31fd55,Flaxseed Oil (ALA Omega-3),,flaxseed-oil-ala,omega,essential_fatty_acid,,,,,,3000,,false,,"[""May increase bleeding risk"",""May affect blood sugar""]",,true,,true,2025-12-03 04:47:12.868868+00,2026-01-16 13:56:05.683086+00,{},1000,mg,"[""morning""]",true,true,false,Vegan ALA source - poor conversion to EPA/DHA,,false,,,"{""omega_3"":{""unit"":""g"",""amount"":0.5},""omega_3_ala"":{""unit"":""mg"",""amount"":500}}",softgel,"[""May cause loose stools"",""Must be converted to EPA/DHA""]",[],top_needed,false,,,,1000,3000,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
75c63fd0-b770-4bd2-8fbf-d4736216d293,Molybdenum,,molybdenum,mineral,trace,,,,,,500,,false,,"[""May affect copper""]",,true,,true,2025-12-03 05:03:33.550365+00,2025-12-03 05:34:49.3738+00,{},150,mcg,"[""morning""]",true,false,false,Trace mineral - enzyme cofactor,,false,,,"{""molybdenum"":{""unit"":""µg"",""amount"":150}}",capsule,"[""Generally well tolerated"",""Rarely deficient""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
761bfb76-e6b2-4367-bbe2-7f1e45674c0c,Coluracetam,,coluracetam,nootropic,cognitive,,,,,,80,,false,,"[""Choline uptake enhancer""]",,true,,true,2025-12-03 04:58:27.35953+00,2025-12-03 04:58:27.35953+00,{},20,mg,"[""morning""]",true,false,false,Choline enhancer - visual effects,,false,,,{},capsule,"[""Vision enhancement reported"",""Research limited""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
7674e940-4077-4f7e-bc10-d893f67be391,L-Tryptophan,,l-tryptophan,amino_acid,essential,,,,,,2000,,false,,"[""CRITICAL: Do not combine with SSRIs/MAOIs"",""Serotonin syndrome risk""]",,true,,true,2025-12-03 04:47:42.40707+00,2025-12-03 04:47:42.40707+00,{},500,mg,"[""morning""]",false,false,false,Serotonin precursor - sleep/mood,,false,,,"{""tryptophan"":{""unit"":""mg"",""amount"":500}}",capsule,"[""May cause drowsiness"",""Nausea possible""]",[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
76b5cfc8-19ce-4d24-b837-7be24abccb56,Oregon Grape Root,,oregon-grape-root,herbal,skin,,,,,,1500,,false,,"[""Same interactions as berberine""]",,true,,true,2025-12-03 04:57:42.852349+00,2025-12-03 04:57:42.852349+00,{},500,mg,"[""morning""]",true,false,false,Skin and digestive support,,false,,,{},capsule,"[""Contains berberine"",""GI upset possible""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
7713757c-c205-447f-9183-46e74aae2f26,Shatavari,,shatavari,herbal,womens_health,,,,,,2000,,false,,"[""May affect hormone-sensitive conditions""]",,true,,true,2025-12-03 04:57:42.852349+00,2025-12-03 04:57:42.852349+00,{},500,mg,"[""morning""]",true,false,false,Ayurvedic womens tonic,,false,,,{},capsule,"[""Generally well tolerated"",""May affect estrogen""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
772da74e-a45a-4d93-804d-46c654eecafe,Hyaluronic Acid (Skin),,hyaluronic-acid-skin,beauty,skin,,,,,,240,,false,,"[""No significant interactions""]",,true,,true,2025-12-03 04:55:20.115401+00,2025-12-03 04:55:20.115401+00,{},120,mg,"[""morning""]",true,false,false,Skin hydration from within,,false,,,{},capsule,"[""Generally well tolerated"",""Works from inside out""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
776c3d96-6bfc-4018-b107-e42a162dea71,9-Me-BC,,9-me-bc,nootropic,cognitive,,,,,,30,,false,,"[""Dopaminergic"",""Sun sensitivity""]",,true,,true,2025-12-03 04:58:27.35953+00,2025-12-03 04:58:27.35953+00,{},15,mg,"[""morning""]",false,false,false,Research compound - phototoxicity concerns,,false,,,{},capsule,"[""AVOID SUN - phototoxic"",""Research limited""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
77bb3eb4-cffc-4701-b202-396d7fffd385,Primobolan Oral (Methenolone Acetate),,primobolan-oral,steroid_oral,,"Oral version of Primobolan. Much higher doses needed than injectable. Expensive. Very mild.

Administration: Split doses. High dose needed for effect.
Route: oral",,,mg,50,150,,false,,"[""High doses needed - expensive"",""Female friendly""]","[""Very few contraindications""]",true,,true,2025-12-03 05:09:21.312901+00,2026-01-25 07:09:17.88727+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},oral,"[""Mild liver stress"",""Very mild overall"",""No estrogenic"",""Minimal suppression""]",[],nice_to_have,true,6,35,25 mg/tab,,,false,false,none,low,none,[],{},[],methenolone_acetate,[],"[""androgen"",""oral_steroid"",""mild"",""dry_compound"",""1_methyl""]",none,none,none,none,none,shutdown
77bf1a7d-1562-472b-86a7-9c13751c8aa7,Tributyrin,,tributyrin,probiotic,postbiotic,,,,,,1500,,false,,"[""Delayed release butyrate""]",,true,,true,2025-12-03 04:59:35.058019+00,2025-12-03 04:59:35.058019+00,{},500,mg,"[""morning""]",true,false,false,Butyrate prodrug - better delivery,,false,,,{},capsule,"[""Butyrate prodrug"",""Better absorbed""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
788bd1d4-1df9-429d-bd5c-0f88d99d2de7,Dbol + Anavar Stack Oral,,dbol-anavar-oral,steroid_oral,,"Pre-made oral stack. Not recommended - double liver stress.

Administration: If used, very short duration and liver support mandatory.
Route: oral",,,mg,20,50,,false,,"[""Not recommended to stack orals"",""Liver stress doubled""]","[""Liver disease""]",true,,true,2025-12-03 05:09:21.312901+00,2026-01-25 07:09:17.88727+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},oral,"[""Combined liver stress"",""Estrogenic from Dbol"",""Lipid impact""]",[],nice_to_have,true,8,42,variable,,,true,false,none,high,none,[],{},[],dbol_anavar_combo,[],"[""17aa"",""androgen"",""oral_steroid"",""combo_stack""]",none,none,none,none,none,shutdown
7920dc58-41bb-429b-b98b-4c2c73c9599e,Black Cohosh,,black-cohosh,herbal,womens_health,,,,,,80,,false,,"[""May affect liver"",""May interact with hormone meds""]",,true,,true,2025-12-03 04:57:42.852349+00,2025-12-03 04:57:42.852349+00,{},40,mg,"[""morning""]",true,false,false,Menopause support - monitor liver,,false,,,{},capsule,"[""Liver concerns reported"",""GI upset possible""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
793bfdad-516f-426d-86a7-038858e53ec0,Turinabol (Chlorodehydromethyltestosterone),,turinabol,steroid_oral,,"East German doping drug. Dry gains. No water. Mild but effective. Can run 6-8 weeks.

Administration: Split into 2 doses throughout day.
Route: oral",,,mg,40,80,,false,,"[""Milder than most orals"",""Good for longer runs""]","[""Liver disease""]",true,,true,2025-12-03 05:09:21.312901+00,2026-01-25 07:09:17.88727+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},oral,"[""Moderate liver stress"",""Lipid impact"",""Mild suppression"",""No estrogenic""]",[],nice_to_have,true,16,42,10-20 mg/tab,,,true,false,none,high,none,"[""hpta""]",{},"[""17aa"",""oral_steroid""]",chlorodehydromethyltestosterone,[],"[""AAS"",""androgen"",""oral""]",none,none,none,none,none,shutdown
794e0907-515c-4e2b-ac78-791904bed5a9,TUDCA (Tauroursodeoxycholic Acid),,tudca,liver,liver,,,,,,500,,false,,"[""May affect bile acid metabolism"",""May interact with medications""]",,true,,true,2025-12-03 04:54:24.66329+00,2025-12-03 04:54:24.66329+00,{},250,mg,"[""morning""]",true,false,false,Bile acid - liver and gut support,,false,,,{},capsule,"[""Generally well tolerated"",""May cause diarrhea""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
79790b5a-959f-49b6-ad7f-61adb79f818e,Passionflower,,passionflower,sleep,sleep,,,,,,1500,,false,,"[""May interact with sedatives"",""May enhance anesthesia""]",,true,,true,2025-12-03 04:50:10.60852+00,2025-12-03 04:50:10.60852+00,{},500,mg,"[""morning""]",false,false,false,Calming herb for anxiety and sleep,,false,,,{},capsule,"[""Drowsiness expected"",""Dizziness possible""]",[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
79b49963-5708-492d-a929-45d0472baaba,ACP-105,,acp105,sarm,,"Partial agonist. Milder than other SARMs. May have less suppression.

Administration: Once or twice daily.
Route: oral",,,mg,10,20,,false,,"[""Milder SARM option""]","[""Hormone sensitive conditions""]",true,,true,2025-12-03 05:12:31.541162+00,2026-01-25 07:09:17.88727+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},oral,"[""Milder suppression"",""Less potent than LGD"",""Limited research""]",[],nice_to_have,true,6,14,10 mg/ml,,,false,false,moderate,low,none,"[""hpta""]",{},[],acp105,[],"[""SARM""]",none,none,none,none,none,medium
79efa4fa-b515-43a0-b089-6a0b8db5184e,Hyaluronic Acid,,hyaluronic-acid,joint,joint,,,,,,400,,false,,"[""No significant interactions known""]",,true,,true,2025-12-03 04:51:52.057023+00,2025-12-03 04:51:52.057023+00,{},200,mg,"[""morning""]",true,false,false,Joint lubrication and skin hydration,,false,,,{},capsule,"[""Generally well tolerated"",""Rare skin reactions""]",[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
7ab2897f-79a3-4e11-a695-196b34534ac9,Prebiotic FOS,,prebiotic-fos,probiotic,gut,,,,,,10,,false,,"[""Supports bifidobacteria growth""]",,true,,true,2025-12-03 04:49:04.230964+00,2025-12-03 04:49:04.230964+00,{},3,g,"[""morning""]",false,false,false,Fermentable fiber for gut bacteria,,false,,,"{""fiber"":{""unit"":""g"",""amount"":3}}",powder,"[""Gas and bloating common initially"",""Reduce dose if needed""]",[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
7b23eb56-16a7-4231-9ef4-7064dc0c8dc5,Minoxidil (Oral),,minoxidil-oral,ancillary_health,,"Oral minoxidil for hair loss. More effective than topical. Cardiovascular effects - monitor BP.

Administration: Oral. Start low 2.5mg. Monitor blood pressure.
Route: oral",,,mg,2.5,10,,false,,"[""Vasodilator"",""Hair regrowth""]","[""Heart conditions"",""Already low BP""]",true,,true,2025-12-03 05:17:37.165679+00,2026-01-21 09:57:02.962487+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},oral,"[""Fluid retention"",""Increased heart rate"",""Body hair growth"",""Low blood pressure""]",[],nice_to_have,true,4,0,2.5-5 mg/tab,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
7b6e5b3a-1151-49ca-9232-a971c95fc1c4,Piracetam,,piracetam,nootropic,cognitive,,,,,,4800,,false,,"[""May affect blood clotting"",""First racetam - most studied""]",,true,,true,2025-12-03 04:58:27.35953+00,2025-12-03 04:58:27.35953+00,{},1600,mg,"[""morning""]",false,false,false,Original racetam - needs choline,,false,,,{},capsule,"[""Headaches common - add choline"",""Insomnia possible""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
7b7a0e26-9790-4cda-a9bc-c846848c8ba2,Papaya Enzyme (Papain),,papain-enzyme,enzyme,gut,,,,,,3,,false,,"[""May increase blood thinner effects""]",,true,,true,2025-12-03 04:49:04.230964+00,2025-12-03 04:49:04.230964+00,{},1,tablet,"[""morning""]",true,false,false,Protein digestion - pleasant taste,,false,,,{},tablet,"[""Generally very safe"",""May cause throat irritation if chewed""]",[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
7bb59fac-ee14-41b1-84f0-732a1bc576c0,Triphala,,triphala,herbal,gut,,,,,,2000,,false,,"[""May affect blood sugar""]",,true,,true,2025-12-03 04:57:42.852349+00,2025-12-03 04:57:42.852349+00,{},500,mg,"[""morning""]",false,false,false,Ayurvedic digestive formula,,false,,,{},capsule,"[""May cause loose stools"",""Digestive cleansing""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
7be95a72-6426-482a-81ee-a73bbba953f3,Calcium D-Glucarate,,calcium-d-glucarate,detox,estrogen,,,,,,1500,,false,,"[""May affect hormone metabolism"",""May affect medication metabolism""]",,true,,true,2025-12-03 04:54:24.66329+00,2025-12-03 04:54:24.66329+00,{},500,mg,"[""morning""]",true,false,false,Estrogen and toxin clearance support,,false,,,{},capsule,"[""Generally well tolerated"",""May cause loose stools""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
7cb9de77-1793-4796-8171-8d1b422f30cf,Peppermint Oil (Enteric),,peppermint-oil-enteric,herbal,digestive,,,,,,600,,false,,"[""May affect acid reducers""]",,true,,true,2025-12-03 04:57:42.852349+00,2025-12-03 04:57:42.852349+00,{},200,mg,"[""morning""]",false,false,false,IBS and digestive support - enteric coated,,false,,,{},capsule,"[""May cause heartburn if not enteric"",""Cool sensation""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
7d139bde-2cf1-48ef-b2cd-dfea885cb92b,Dandelion Root,,dandelion-liver,liver_support,,"Traditional liver support. Mild choleretic and diuretic. Supportive use.

Administration: Oral. Often in liver support blends.
Route: oral",,,mg,500,1500,,false,,"[""Choleretic"",""Mild diuretic""]","[""Bile duct obstruction"",""Ragweed allergy""]",true,,true,2025-12-03 05:16:46.845097+00,2026-01-21 09:57:02.962487+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},oral,"[""Well tolerated"",""Diuretic mild"",""Traditional use""]",[],nice_to_have,true,0,0,500 mg/cap,,,false,false,none,none,none,[],{},"[""hepatoprotective"",""liver_support""]",,[],[],none,none,none,none,none,none
7d99474a-f557-4d56-ab38-a6e8be8cfa56,Long-Acting HGH (Somapacitan),,somapacitan,hgh_gh_mimetic,,"Long-acting HGH. Once weekly injection. Newer to market.

Administration: SC once weekly. New generation HGH.
Route: subcutaneous",,,mg,1,3,,false,,"[""Same as HGH""]","[""Same as HGH""]",true,,true,2025-12-03 05:14:23.986558+00,2026-01-25 09:47:49.060769+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},pre_mix_pen,"[""Same as HGH"",""Once weekly convenience""]",[],nice_to_have,true,168,14,variable,,,false,false,none,none,none,"[""gh_igf""]",{},"[""gh_axis""]",,[],"[""HGH"",""HGH_LONG_ACTING""]",none,none,moderate,none,none,none
7dc53591-4d94-46de-b3c1-a5617f72ee8c,Betaine Anhydrous (TMG),,betaine-tmg,performance,muscle,,,,,,6,,false,,"[""May lower homocysteine"",""Works synergistically with creatine""]",,true,,true,2025-12-03 04:48:19.624682+00,2025-12-03 04:48:19.624682+00,{},2.5,g,"[""morning""]",false,false,false,Performance and methylation support,,false,,,"{""betaine"":{""unit"":""g"",""amount"":2.5}}",powder,"[""May cause fishy body odor"",""Digestive upset possible""]",[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
7e26f938-dbc3-4cfc-aac8-be6e9fef363c,Fisetin,,fisetin,anti_aging,senolytic,,,,,,500,,false,,"[""Senolytic compound"",""Research still early""]",,true,,true,2025-12-03 04:53:38.295102+00,2025-12-03 04:53:38.295102+00,{},100,mg,"[""morning""]",true,false,false,Senolytic - clears senescent cells,,false,,,{},capsule,"[""Generally well tolerated"",""Research emerging""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
7e3aa5ff-59bc-41fa-bdb8-82cbea26a92f,Black Maca,,black-maca,adaptogen,energy,,,,,,3000,,false,,"[""Same as regular maca""]",,true,,true,2025-12-03 04:49:36.725988+00,2025-12-03 04:49:36.725988+00,{},1500,mg,"[""morning""]",true,false,false,More potent variety - athletic focus,,true,,,{},capsule,"[""Same as regular maca"",""May be more stimulating""]",[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
7e5bc35a-2f74-4c3d-8483-6a0a4dbaa596,Triptorelin,,triptorelin,pct_hpta,,"GnRH agonist. Single dose can kickstart HPTA. Controversial. Initial surge then long suppression.

Administration: SC single dose 100mcg. Very controversial PCT approach.
Route: subcutaneous",,,mcg,50,100,,false,,"[""Nuclear PCT option"",""Single injection""]","[""Improper dosing dangerous""]",true,,true,2025-12-03 05:15:44.94676+00,2026-01-25 07:09:17.88727+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},lyophilized_vial,"[""GnRH agonist"",""SINGLE DOSE PCT"",""Initial LH surge then suppression""]",[],nice_to_have,true,0,0,100 mcg/vial,,,false,false,none,none,none,"[""hpta""]",{},"[""pct""]",triptorelin,[],"[""gnrh_agonist"",""hpta_recovery"",""pharmaceutical""]",none,none,none,none,none,none
7e81b6ff-b560-4af6-b18f-a08e95b95988,Phosphorus,,phosphorus,mineral,macro,,,,,,700,,false,,"[""May interfere with calcium absorption"",""May interact with antacids""]",,true,,true,2025-12-03 04:46:47.121758+00,2025-12-03 04:46:47.121758+00,{},250,mg,"[""morning""]",true,false,false,Usually adequate from diet,,false,,,"{""phosphorus"":{""unit"":""mg"",""amount"":250}}",capsule,"[""May cause digestive upset"",""Rarely needed as supplement""]",[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
7e90a6cd-dde3-4310-b4e0-7916817c9a0e,Mens Multivitamin,,mens-multivitamin,vitamin,multi,,,,,,1,,false,,"[""Standard multivitamin interactions apply""]",,true,,true,2025-12-03 04:46:17.239767+00,2025-12-03 05:34:49.3738+00,{},1,tablet,"[""morning""]",true,false,false,Formulated for adult male needs - no iron,,false,,,"{""zinc"":{""unit"":""mg"",""amount"":15},""selenium"":{""unit"":""µg"",""amount"":55},""magnesium"":{""unit"":""mg"",""amount"":100},""vitamin_a"":{""unit"":""µg"",""amount"":900},""vitamin_c"":{""unit"":""mg"",""amount"":90},""vitamin_d"":{""unit"":""µg"",""amount"":25},""vitamin_e"":{""unit"":""mg"",""amount"":15},""vitamin_b6"":{""unit"":""mg"",""amount"":2},""vitamin_b12"":{""unit"":""µg"",""amount"":6}}",tablet,"[""No iron - appropriate for most men"",""Generally well tolerated""]",[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
7e936a20-b028-467a-9bdb-5bcca2874cef,Akkermansia Muciniphila,,akkermansia-muciniphila,probiotic,strain,,,,,,3,,false,,"[""Next-gen probiotic""]",,true,,true,2025-12-03 04:59:35.058019+00,2025-12-03 04:59:35.058019+00,{},1,billion,"[""morning""]",false,false,false,Gut lining support - pasteurized form,,false,,,{},capsule,"[""Emerging research"",""May improve metabolism""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
7f292404-e2ea-465c-943c-984389d91122,Womens Multivitamin,,womens-multivitamin,vitamin,multi,,,,,,1,,false,,"[""Iron may interact with thyroid meds"",""Separate from calcium-rich foods""]",,true,,true,2025-12-03 04:46:17.239767+00,2025-12-03 05:34:49.3738+00,{},1,tablet,"[""morning""]",true,false,false,Contains iron for menstruating women,,false,,,"{""iron"":{""unit"":""mg"",""amount"":18},""calcium"":{""unit"":""mg"",""amount"":300},""vitamin_a"":{""unit"":""µg"",""amount"":700},""vitamin_c"":{""unit"":""mg"",""amount"":75},""vitamin_d"":{""unit"":""µg"",""amount"":20},""vitamin_e"":{""unit"":""mg"",""amount"":15},""vitamin_b6"":{""unit"":""mg"",""amount"":1.5},""vitamin_b9"":{""unit"":""µg"",""amount"":400},""vitamin_b12"":{""unit"":""µg"",""amount"":2.4}}",tablet,"[""Iron may cause constipation"",""Take with food to reduce nausea""]",[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
7faa9d3d-092f-40ad-8122-fe6af671cab9,Sulbutiamine,,sulbutiamine,nootropic,energy,,,,,,800,,false,,"[""Synthetic thiamine derivative""]",,true,,true,2025-12-03 04:58:27.35953+00,2025-12-03 04:58:27.35953+00,{},400,mg,"[""morning""]",true,false,false,Thiamine derivative - energy and mood,,false,,,{},capsule,"[""Tolerance builds"",""Insomnia if late"",""Irritability""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
7fce010a-0cb5-4c1f-872c-c525248453fd,Fat Burner (Stim),,fat-burner-stim,blend,weight,,,,,,2,,false,,"[""High stimulant content""]",,true,,true,2025-12-03 05:02:14.735197+00,2025-12-03 05:02:14.735197+00,{},1,capsule,"[""morning""]",true,false,false,Thermogenic with caffeine - morning only,,false,,,"{""caffeine"":{""unit"":""mg"",""amount"":200}}",capsule,"[""Jitters"",""Insomnia"",""Anxiety""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
80398ac3-822c-4678-bb35-2f316490ccdd,Marshmallow Root,,marshmallow-root,herbal,gut,,,,,,2000,,false,,"[""Take away from medications""]",,true,,true,2025-12-03 04:57:42.852349+00,2025-12-03 04:57:42.852349+00,{},500,mg,"[""morning""]",false,false,false,Soothing mucilage - gut and throat,,false,,,{},capsule,"[""May slow medication absorption"",""Generally very safe""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
